D;Var;rep;P;Prow;Pnr;row;pl;inpl;Ex;alaph;aph;aphtot;nas;macr;cat;wf;syr;ori;coc
20.06.2018;NF;M;8;1;4;8;5;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;8;10;1;0;0;0;0;0;0;0;0;0;0;1
20.06.2018;NF;M;8;1;4;8;15;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;8;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;9;1;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;9;5;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;9;10;1;1;0;0;0;0;0;0;0;0;1;0
20.06.2018;NF;M;8;1;4;9;15;1;0;1;1;2;2;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;9;20;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;12;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;12;5;0;1;0;1;1;1;0;0;0;0;1;0
20.06.2018;NF;M;8;1;4;12;10;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;12;15;0;1;1;0;1;1;0;0;0;0;0;0
20.06.2018;NF;M;8;1;4;12;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;1;1;0;0;0;1;1;1;0;0;0;1;0;0
20.06.2018;PEG;M;9;1;5;1;5;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;1;10;0;0;0;1;1;1;0;0;0;1;0;0
20.06.2018;PEG;M;9;1;5;1;15;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;1;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;4;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;4;5;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;4;10;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;4;15;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;4;20;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;5;1;0;1;0;1;1;1;0;0;0;0;1;0
20.06.2018;PEG;M;9;1;5;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;5;10;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;5;20;0;1;0;1;1;1;0;0;0;0;1;0
20.06.2018;PEG;M;9;1;5;8;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;8;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;8;10;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;8;20;0;0;0;0;0;0;0;1;0;0;0;0
20.06.2018;PEG;M;9;1;5;9;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;9;5;1;1;0;1;1;1;0;0;0;1;0;0
20.06.2018;PEG;M;9;1;5;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;9;15;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;9;20;0;1;0;1;1;1;0;0;0;1;0;0
20.06.2018;PEG;M;9;1;5;12;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;12;5;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;12;10;0;1;0;1;1;1;0;0;0;1;1;0
20.06.2018;PEG;M;9;1;5;12;15;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;M;9;1;5;12;20;0;0;0;1;1;1;0;0;0;0;1;0
20.06.2018;SFG;S;10;1;6;1;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;1;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;1;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;4;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;4;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;4;15;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;4;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;5;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;5;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;8;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;8;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;8;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;8;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;9;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;9;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;9;15;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;9;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;12;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;12;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;12;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;12;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;S;10;1;6;12;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;1;1;0;0;0;0;0;0;0;0;0;1;1;0
20.06.2018;PEG;S;11;2;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;1;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;1;15;0;0;0;0;0;0;0;0;0;1;0;0
20.06.2018;PEG;S;11;2;6;1;20;0;0;0;1;1;1;0;0;0;1;0;0
20.06.2018;PEG;S;11;2;6;4;1;0;1;0;1;1;1;0;0;0;0;1;0
20.06.2018;PEG;S;11;2;6;4;5;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;4;10;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;4;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;4;20;0;0;0;0;0;0;0;0;0;1;0;0
20.06.2018;PEG;S;11;2;6;5;1;0;0;1;1;2;2;0;0;0;0;1;0
20.06.2018;PEG;S;11;2;6;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;5;10;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;5;20;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;8;1;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;8;5;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;8;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;8;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;9;1;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;9;5;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;9;10;1;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;9;15;1;1;1;1;2;2;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;9;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;12;1;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;12;5;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;12;10;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;12;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEG;S;11;2;6;12;20;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;1;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;1;5;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;1;10;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;1;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;1;20;0;0;0;1;1;1;0;0;0;1;0;1
20.06.2018;NF;S;12;2;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;4;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;4;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;4;15;1;0;0;0;0;0;0;0;0;1;0;1
20.06.2018;NF;S;12;2;7;4;20;0;1;0;0;0;0;0;0;0;1;0;1
20.06.2018;NF;S;12;2;7;5;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;5;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;5;20;0;0;1;1;2;2;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;8;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;8;5;1;0;0;0;0;0;0;0;0;1;0;0
20.06.2018;NF;S;12;2;7;8;10;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;8;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;9;1;0;1;0;1;1;1;0;0;0;0;0;1
20.06.2018;NF;S;12;2;7;9;5;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;9;15;1;0;0;1;1;1;0;0;0;0;0;1
20.06.2018;NF;S;12;2;7;9;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;12;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;12;5;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;12;10;0;0;0;1;1;1;0;0;0;1;1;1
20.06.2018;NF;S;12;2;7;12;15;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;NF;S;12;2;7;12;20;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;1;1;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;1;5;0;1;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;1;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;1;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;1;20;0;1;0;0;0;0;0;0;0;1;0;0
20.06.2018;PEB;S;13;2;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;4;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;4;10;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;4;15;1;0;0;0;0;0;0;0;0;0;1;0
20.06.2018;PEB;S;13;2;5;4;20;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;5;5;1;0;0;0;0;0;0;0;0;0;1;0
20.06.2018;PEB;S;13;2;5;5;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;5;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;8;1;0;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;8;5;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;8;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;8;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;9;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;9;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;9;15;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;9;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;12;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;12;5;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;12;10;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;12;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;PEB;S;13;2;5;12;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;1;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;1;15;0;0;0;1;1;1;0;0;0;1;0;0
20.06.2018;SFB;S;14;1;7;1;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;4;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;4;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;4;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;4;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;5;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;5;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;8;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;8;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;8;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;8;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;8;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;9;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;9;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;9;15;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;9;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;12;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;12;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;12;10;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;12;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFB;S;14;1;7;12;20;0;0;1;0;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;1;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;1;10;0;0;0;1;1;1;0;0;0;0;1;0
20.06.2018;SFG;M;15;2;3;1;15;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;1;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;4;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;4;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;4;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;4;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;5;5;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;5;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;5;15;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;5;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;8;1;0;0;0;0;0;0;0;0;0;0;1;0
20.06.2018;SFG;M;15;2;3;8;5;1;1;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;8;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;8;15;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;8;20;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;9;1;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;9;5;1;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;9;10;1;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;9;15;1;0;0;0;0;0;0;0;0;1;0;0
20.06.2018;SFG;M;15;2;3;9;20;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;12;1;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;12;5;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;12;10;0;0;0;1;1;1;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;12;15;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2018;SFG;M;15;2;3;12;20;0;0;0;0;0;0;0;0;0;0;0;0
